,degree,betweenness,closeness,eigenvector,degree_rank,betweenness_rank,closeness_rank,eigenvector_rank
"BRANDT, ELLEN",0.0008547008547008547,0.0,0.27458343111945555,8.964290234389887e-05,1996,1310,2180,2220
BRASS / SEAN WATANABE,0.001282051282051282,0.0,0.34615384615384615,0.0014746006341372696,1804,1310,1053,1556
"BRAWN, TRISTAN",0.003418803418803419,0.0,0.2969920040614291,0.0013342880618898163,1126,1310,2063,1612
"BRIDGE, GEORGE WASHI",0.01282051282051282,0.0006279488180100077,0.35818153987448337,0.008516203332768523,326,299,548,515
"BRIGGS, AGENT STEPHA",0.00042735042735042735,0.0,0.2087980726331757,1.5206529277251459e-06,2176,1310,2340,2340
BRIGHTWIND,0.007692307692307693,3.505384421551817e-06,0.34774855104770397,0.007753692535386716,530,913,924,556
"BROMWELL, DR.",0.005128205128205128,0.0,0.34805890227576974,0.003829250993972607,808,1310,900,882
BRONA,0.0038461538461538464,6.828777051964824e-07,0.33785734911926074,0.0021605292477249994,1005,1082,1304,1271
BROTHERS GRIMM II / BA,0.005555555555555556,0.0002142848386143561,0.3502469690166143,0.005487976506821068,754,405,808,698
BROTHERS GRIMM,0.001282051282051282,0.0,0.3018186508448343,0.0003629949893271231,1804,1310,2027,2098
BROTHER TODE,0.001282051282051282,0.0,0.2751969892978949,0.00026496872409948613,1804,1310,2178,2120
BROTHER VOODOO / DANIE,0.004273504273504274,7.870353989413165e-05,0.33732160876459566,0.0025348828708483,937,540,1341,1160
BROTHER WONDERFUL / DR,0.0008547008547008547,0.0,0.35129860381324124,0.002049536210530931,1996,1310,746,1312
"BROWN, ABE",0.0038461538461538464,2.0763752842928068e-05,0.3162589539126909,0.0008691018156410637,1005,689,1857,1878
"BROWN, LAURA",0.0029914529914529912,1.6514739442220663e-06,0.3457957736072115,0.003098280175811095,1243,978,1071,1021
"BROWN, MINDY MCPHERS",0.0008547008547008547,0.0,0.3471295060080107,0.001237777118013089,1996,1310,992,1653
"BRUKNER, ILANEY",0.001282051282051282,0.0,0.25061582949555533,4.85976209446333e-05,1804,1310,2312,2279
BRUTACUS,0.002564102564102564,0.0,0.31187524990004,0.0006960839256371215,1362,1310,1934,1949
BRUTE | MUTANT X-VER,0.008974358974358974,1.0214161560890931e-05,0.3183240375459121,0.0010642563122514072,442,781,1807,1779
BRUTE / REED RICHARDS,0.0029914529914529912,0.0,0.3425559947299078,0.005578501540884815,1243,1310,1148,692
BRUTO THE STRONGMAN / ,0.0029914529914529912,0.0,0.2805419014506654,0.00020333007951613293,1243,1310,2155,2142
BUCKY / BUCKY BARNES,0.007264957264957265,4.5328569291852195e-05,0.3616692426584235,0.0045195901220909515,562,607,489,796
BUCKY II / FRED DAVIS,0.003418803418803419,3.057715209376753e-05,0.28581898131183586,0.00028411847129709286,1126,646,2135,2116
BUCKY VI / ,0.0008547008547008547,0.0,0.28627355028137996,0.0002217723676903186,1996,1310,2134,2134
BUCKY VII / RIKKI BARN,0.0008547008547008547,0.0,0.35129860381324124,0.002049536210530931,1996,1310,746,1312
BUG,0.002136752136752137,0.0,0.3200656544932294,0.0013735184894339296,1489,1310,1792,1595
BULLDOZER / HENRY CAMP,0.02264957264957265,0.00018904520640527367,0.42491374614127475,0.03736240055472206,182,439,141,147
BULLET,0.0008547008547008547,0.0,0.32920652785593696,0.0010616107459932172,1996,1310,1564,1782
BULLSEYE II / BENJAMIN,0.005128205128205128,6.314489413865205e-05,0.3623973981725259,0.004433289516888017,808,567,475,811
"BURKE, THERESA TRACY",0.00042735042735042735,0.0,0.3122914720405712,0.0006273814675904481,2176,1310,1916,1975
"BURLEY, MIKE",0.003418803418803419,0.0,0.3228476821192053,0.0008574194738218546,1126,1310,1698,1892
"BURR, CLAYTON",0.00042735042735042735,0.0,0.20805548146172312,5.570657955456775e-07,2176,1310,2341,2341
"BUSHKIN, BARNEY",0.002564102564102564,7.99500921054459e-07,0.34774855104770397,0.0024304424790546277,1362,1063,924,1187
"BUSHMAN, RAOUL",0.001282051282051282,0.0,0.31561909900188834,0.0006424080061297974,1804,1310,1865,1966
BUSHMASTER II / QUINCY,0.007692307692307693,6.13621161521316e-07,0.3519326214468341,0.0021056644373463125,530,1096,714,1288
BUSHWACKER / CARL,0.0017094017094017094,3.696328873304918e-05,0.3330960854092527,0.0013472947956720623,1649,626,1455,1606
BUTCH,0.002564102564102564,5.6343848883886586e-06,0.33163265306122447,0.0013209267719290188,1362,863,1493,1619
BUX,0.0017094017094017094,0.0,0.2929027412692452,0.00029479977419538363,1649,1310,2091,2110
BUZZ,0.0038461538461538464,9.032400148480876e-08,0.3485254691689008,0.002582851865094142,1005,1267,878,1152
"BYRD, NATHANIEL ALEX",0.003418803418803419,0.0,0.3020524073835033,0.00040595075275175836,1126,1310,2024,2085
"BYRD, SEN. HARRINGTO",0.002136752136752137,7.308258697741383e-08,0.3379549393414211,0.001746678571102347,1489,1277,1302,1430
"BYRNES, GAYLE WATSON",0.0008547008547008547,0.0,0.3471295060080107,0.001530779939581883,1996,1310,992,1526
BYRRAH [ATLANTEAN],0.004700854700854701,1.020381228427316e-06,0.3342857142857143,0.004966935625445588,861,1033,1437,748
"CABE, BETHANY",0.008547008547008548,4.0616650223576186e-05,0.35659859798841814,0.00743255373788528,468,618,578,576
CABER,0.0008547008547008547,0.0,0.27702142772581984,0.00025397758226674704,1996,1310,2161,2124
CACHE,0.001282051282051282,0.0,0.3515096890491212,0.0020077323055454547,1804,1310,730,1329
"CACHES, PROF. MARINA",0.001282051282051282,0.0,0.34718100890207715,0.0015516741084000843,1804,1310,976,1510
"CAESAR, JONATHAN",0.001282051282051282,0.0,0.34718100890207715,0.0018019264853566081,1804,1310,976,1401
"CAGE, LUKE / CARL LUCA",0.04829059829059829,0.02041376397540584,0.4534005037783375,0.04985255668577555,73,19,77,101
CALEDONIA / ALISANDE S,0.003418803418803419,1.2180431162902304e-07,0.3420552550796667,0.00567287840675636,1126,1244,1155,681
CALIBAN / ,0.02264957264957265,0.00010311402668199143,0.3671740153773733,0.02668857542388853,182,513,418,199
CALLISTO,0.013247863247863248,9.7525630960047e-06,0.36363636363636365,0.020161921499556104,315,793,456,268
CALYPSO,0.001282051282051282,0.0,0.34718100890207715,0.0018511488193939767,1804,1310,976,1391
"CAMPBELL, DR. RORY",0.004273504273504274,0.0,0.3396719407751488,0.005223804876983971,937,1310,1220,720
CANCER / JACK KLEVENO,0.005555555555555556,0.0001465683988757636,0.3460002957267485,0.0028670323600929206,754,465,1058,1081
CANDRA,0.00042735042735042735,0.0,0.3205918618988903,0.0008454692644735215,2176,1310,1766,1901
CANDY,0.005555555555555556,1.1315835167183648e-07,0.3482142857142857,0.003649179424746713,754,1252,890,914
CANNONBALL II / SAM GU,0.07692307692307693,0.01392921521380854,0.45454545454545453,0.06780272584809367,39,36,74,66
CANNONBALL / JACK PULV,0.004700854700854701,0.0006308608192356484,0.36094400740397964,0.0034171545215180336,861,298,504,966
"CANTOR, VERA",0.007692307692307693,5.031915414267742e-05,0.38241542735741135,0.01330417390876359,530,594,278,378
CAPRICORN / WILLARD WE,0.005555555555555556,0.0001465683988757636,0.3460002957267485,0.0028670323600929184,754,465,1058,1083
CAPTAIN AMERICA,0.22863247863247863,0.11396859317577512,0.5401662049861495,0.14650880539689867,1,2,1,1
CAPTAIN AMERICA DOPP,0.00641025641025641,0.0,0.3812937917549291,0.01372193585288176,653,1310,287,365
CAPTAIN AMERICA IV / S,0.002136752136752137,1.537750821263437e-06,0.3521974714027694,0.002362129770028729,1489,989,700,1209
CAPTAIN AMERICA | MU,0.0038461538461538464,1.8270646744353453e-07,0.317805242428358,0.0009548634149541106,1005,1217,1830,1827
CAPTAIN AMERICA V / RO,0.002136752136752137,0.0,0.3514568939621508,0.0026044569035015143,1489,1310,733,1148
CAPTAIN BRITAIN / BRIA,0.03418803418803419,0.008686886660172815,0.43812020220932407,0.039532931458581264,121,58,97,135
CAPTAIN HAWK,0.00811965811965812,0.00011053536606046334,0.3404626800523789,0.003495187304997917,497,504,1203,940
CAPTAIN MARVEL / CAPTA,0.022222222222222223,0.0012782421138826374,0.42261152248510025,0.035298428173432664,193,205,154,150
CAPTAIN MARVEL III / G,0.007264957264957265,0.0001271908505883388,0.3429073856975381,0.005815079660691631,562,485,1139,673
CAPTAIN MARVEL II / MO,0.04786324786324786,0.001206159794574001,0.4573885848318999,0.06850249576756935,74,212,64,64
CAPTAIN U.K. / LINDA M,0.0008547008547008547,0.0,0.3047668663714509,0.0006035661422396932,1996,1310,1994,1985
"CAPUTO, DR. JULIA",0.001282051282051282,0.0,0.34780023781212843,0.0015407204830016777,1804,1310,922,1517
"CARBONE, JULIUS",0.002136752136752137,9.135323372176728e-08,0.2918433524569718,0.00018418985558238713,1489,1258,2108,2158
"CARBONE, ROSALIE",0.0017094017094017094,0.0,0.29180695847362514,0.00018240761293364954,1649,1310,2111,2159
"CARBONE, SALVATORE",0.0017094017094017094,0.0,0.29180695847362514,0.00018240761293364954,1649,1310,2111,2159
CARDIAC / DR. ELI WIRT,0.001282051282051282,0.0,0.3472325270811693,0.0016632037842956701,1804,1310,968,1463
CARDINAL / CLEMDENON,0.00042735042735042735,0.0,0.32253618194348727,0.0007981979654487358,2176,1310,1719,1919
CARGIL / JOANNA CARGIL,0.013675213675213675,0.0001964546819620008,0.3696682464454976,0.02083726161156621,305,426,386,258
CARINA / CARINA WALTER,0.007264957264957265,0.0,0.37638732507640343,0.016138189098079913,562,1310,329,317
"CARLISLE, PHILLIP",0.0029914529914529912,0.0,0.303975058456742,0.0004356810804138839,1243,1310,2004,2063
CARNAGE / CLETUS KASAD,0.0038461538461538464,5.111673299269292e-07,0.3498803827751196,0.003093594447996555,1005,1120,816,1022
CARNIVORE / COUNT ANDR,0.004273504273504274,8.790077262739778e-05,0.3487852138917871,0.003416434948218583,937,532,865,967
"CARPENTER, LARRY",0.0017094017094017094,7.583019653124085e-06,0.3408594319009468,0.002042472244378953,1649,830,1193,1318
"CARPENTER, RACHEL",0.006837606837606838,8.227794643963365e-05,0.3718417289051327,0.009757346846892502,605,536,365,459
"CARRADINE, JESSICA J",0.004273504273504274,2.5562985298134e-07,0.34857738715924325,0.002609378167689488,937,1185,873,1146
CARRION,0.0017094017094017094,0.0,0.34764522359233396,0.00177459457924687,1649,1310,937,1419
CARRION II / MALCOLM M,0.0008547008547008547,0.0,0.3471295060080107,0.001530779939581883,1996,1310,992,1526
"CARSON, LT. PAUL",0.002564102564102564,4.567661686088364e-07,0.3350035790980673,0.002029057908350152,1362,1132,1397,1322
"CARTER, BRAD",0.00042735042735042735,0.0,0.23977866584691054,8.063527113855132e-06,2176,1310,2332,2333
"CARTER, PEGGY",0.019230769230769232,0.00040927378861651723,0.3916317991631799,0.02398474807092973,229,335,243,229
"CARTER, SHARON",0.01623931623931624,0.00045909547251423967,0.37584323803405073,0.014421131440200512,261,320,334,348
"CARTER, TAD",0.002564102564102564,0.0,0.346563981042654,0.006320335623670694,1362,1310,1041,644
CARTHUS,0.0038461538461538464,0.0,0.32320441988950277,0.0031460796770007332,1005,1310,1689,1011
"CASSADA, CARLOS",0.0008547008547008547,0.0,0.3007325536563424,0.00045423216841665903,1996,1310,2037,2053
"CASSADA, ROSA",0.001282051282051282,3.887360329159286e-05,0.34754195752264966,0.0016412930396269194,1804,620,946,1471
CASSIOPEIA,0.0029914529914529912,1.4616517395482766e-07,0.33462033462033464,0.0015864734790108001,1243,1232,1409,1498
CAT III / SHEN KUEI,0.0017094017094017094,0.0,0.26776519052523173,5.834930747954499e-05,1649,1310,2205,2265
CAT II,0.0008547008547008547,0.0,0.271304347826087,0.00013035388041828024,1996,1310,2189,2201
CAT MAN / HORGAN,0.003418803418803419,5.9072092320272384e-05,0.33060186493359706,0.0015245290842485994,1126,578,1503,1533
CATSEYE / SHARON SMITH,0.0059829059829059825,0.0,0.3231151615575808,0.004074588940987603,702,1310,1691,852
CENTURY,0.007692307692307693,3.0354374653526686e-05,0.37019458946369244,0.013682917282787579,530,650,382,367
CERANDA,0.0029914529914529912,4.2927718802883555e-07,0.3377598152424942,0.0017948582900554517,1243,1141,1314,1410
CEREBRO | MUTANT-X V,0.0017094017094017094,0.0,0.31758957654723124,0.0009068490385835092,1649,1310,1841,1859
CERISE II [SHI'AR],0.006837606837606838,3.6578200764325765e-05,0.34811068134483786,0.007751723492288296,605,627,894,557
CHAKA KHAN,0.001282051282051282,0.0,0.3170302127083051,0.0008006216121808347,1804,1310,1850,1918
CHAKRA,0.003418803418803419,1.2180431162902304e-07,0.34805890227576974,0.0016994806815166731,1126,1244,900,1449
"CHALMERS, JUDGE ROBE",0.0008547008547008547,5.91669642720779e-06,0.31758957654723124,0.0008873414760227986,1996,849,1841,1868
CHAMBER / JONOTHON STA,0.011538461538461539,0.0001762546735308796,0.34826611102842686,0.003912765456432826,361,446,887,872
"CHAMBERS, MR.",0.001282051282051282,0.0,0.32654200390734023,0.0011078038756094186,1804,1310,1643,1761
CHAMELEON / DMITRI SME,0.010683760683760684,9.6693568977504e-05,0.3772976459206708,0.007015666341402097,382,524,319,597
"CHAMPION, IMUS",0.002136752136752137,0.0,0.35583941605839414,0.005947987809956112,1489,1310,604,668
CHAMPION / TRYCO SLATT,0.0038461538461538464,1.0466955508681669e-05,0.3420552550796667,0.0050421664481075466,1005,777,1155,739
CHANCE,0.0038461538461538464,0.0,0.32116387592643425,0.0023365765211965255,1005,1310,1749,1218
CHANCE II / NICHOLAS P,0.00042735042735042735,0.0,0.3470780183921685,0.001198773680479419,2176,1310,1012,1690
"CHANDRA, DR.",0.001282051282051282,0.0,0.3029126213592233,0.0012113519051298262,1804,1310,2014,1679
"CHANEY, AMANDA",0.0038461538461538464,1.0860564915460266e-06,0.3495667762175082,0.005172031457506184,1005,1028,830,728
"CHANG, DR. PHILLIP",0.003418803418803419,4.5783070309641207e-07,0.3478519399435112,0.0021616571180906995,1126,1131,917,1269
CHANGELING,0.002564102564102564,0.0,0.3459491425192194,0.006931151510870977,1362,1310,1064,601
"CHANG, IMEI",0.0038461538461538464,6.355483712671201e-07,0.3295774647887324,0.0015981410558199485,1005,1091,1538,1493
CHARCOAL / CHARLIE BUR,0.016666666666666666,0.0002411246069390999,0.3721965961507873,0.014549126787086909,256,389,360,347
CHARM,0.0038461538461538464,0.00011375269227198745,0.32672437866517734,0.002085316231533045,1005,497,1637,1297
"CHATTERTON, DAVE",0.005128205128205128,1.2914025312486192e-07,0.3126670229823624,0.0015665758701916205,808,1242,1906,1505
"CHEKOV, ARTHUR ANTON",0.007264957264957265,5.453679989476017e-06,0.34998504337421477,0.0036986876188455616,562,867,814,901
CHEMISTRO / CURTIS CAR,0.00042735042735042735,0.0,0.312,0.0004918985219731966,2176,1310,1929,2035
CHEN,0.002564102564102564,0.0,0.3013522215067611,0.0005424280051352473,1362,1310,2033,2013
"CHENEY, LILA",0.010256410256410256,1.5819905942038449e-06,0.3614457831325301,0.018201284203742694,395,981,494,289
CHESBRO,0.003418803418803419,7.851936684113486e-07,0.3476968796433878,0.0021175663045970303,1126,1068,931,1283
CHI-CHEE,0.001282051282051282,0.0,0.2875752734423006,0.0002930682186741872,1804,1310,2124,2115
CHIMERA II,0.004273504273504274,0.0,0.29706741145106,0.0013683292730631838,937,1310,2061,1598
CHINA DOLL,0.00811965811965812,0.00018927960832715627,0.3288826423049895,0.003480794645029134,497,430,1583,948
CH'OD,0.01581196581196581,4.7026186120104734e-05,0.37784595511060876,0.021493288324536973,267,605,314,250
CHONDU,0.003418803418803419,1.97641996131379e-07,0.33947482953721164,0.0030190538066316194,1126,1206,1224,1040
"CHORD, ANDREW",0.008547008547008548,1.242791655498929e-05,0.33319094404100813,0.004976298143564833,468,756,1453,746
"CHURCHILL, LORD",0.004700854700854701,6.233691888074566e-07,0.33252806593718914,0.002905461250362684,861,1093,1467,1071
"CHURCH, LYNN",0.003418803418803419,3.1113359880613128e-06,0.3548680618744313,0.0034554590910196087,1126,928,630,960
"CICERO, CAESAR BIG C",0.002136752136752137,1.0529178878744773e-06,0.34774855104770397,0.0016498703180946263,1489,1030,924,1468
"CIRE, EYLA",0.002136752136752137,0.0,0.3083816552451239,0.0005568475220249429,1489,1310,1962,2001
CITIZEN V II / HELMUT,0.02094017094017094,0.0020753836855461317,0.39487006412419845,0.019265796563102688,208,156,231,275
CITIZEN V III / DALLAS,0.008974358974358974,4.962483468905447e-05,0.3613899613899614,0.005861082225920527,442,598,495,671
CITIZEN V / JOHN WATKI,0.00042735042735042735,0.0,0.28746928746928746,0.0002547187428083016,2176,1310,2127,2123
"CLAREMONT, CHRIS",0.002136752136752137,0.0,0.34977578475336324,0.005828528289755883,1489,1310,819,672
CLARITY / ,0.001282051282051282,0.0,0.3105507631055076,0.0006489759366154876,1804,1310,1945,1964
"CLARKE, GENERAL JERE",0.00641025641025641,1.1043668299893097e-06,0.32307055087670855,0.003966710934346587,653,1022,1694,867
"CLARK, JOHN",0.004273504273504274,5.856131385974749e-06,0.2767593140153755,0.00013987328996261703,937,853,2169,2188
"CLARK, SARAH",0.0038461538461538464,5.719101535392098e-06,0.27672658467360456,0.00013852764117704128,1005,859,2170,2193
CLEA,0.019230769230769232,0.0015805693399909891,0.3999316356178431,0.01641279069486957,229,192,214,311
"CLEMSON, MIKE",0.0017094017094017094,1.4185682735210552e-05,0.34811068134483786,0.002018800655197048,1649,725,894,1327
"CLINTON, BILL",0.0008547008547008547,0.0,0.35785288270377735,0.0026682910525535563,1996,1310,560,1130
CLOAK / TYRONE JOHNSON,0.017094017094017096,0.00360080275197077,0.418829425451942,0.017572322563104304,249,114,164,301
CLOUD,0.0029914529914529912,0.0,0.3437132784958872,0.005270257896858918,1243,1310,1120,713
CLOWN / CRAFTY ELIOT F,0.0038461538461538464,5.613338604716252e-05,0.29646522234891676,0.000450199491203541,1005,584,2070,2055
COACHWHIP,0.00641025641025641,0.0,0.3517739025856885,0.0019503047547906314,653,1310,723,1352
COBRA / KLAUS VORHEES,0.013675213675213675,0.000537170449554593,0.38166693850921546,0.00812007449135647,305,314,283,537
"COCKRUM, DAVE",0.0029914529914529912,0.0,0.35108777194298574,0.007436657227001815,1243,1310,753,574
"CODY, GARY",0.0038461538461538464,0.0,0.3184540010887316,0.004708843987333878,1005,1310,1804,783
"COLE, WADE",0.00641025641025641,0.0001970549707382123,0.34800713860797144,0.006085505726854765,653,423,904,660
COLLECTOR / TANELEER T,0.01623931623931624,0.00023739262372006714,0.40745255093156885,0.028650265484855438,261,390,198,188
"COLLINS, DEMITRIUS",0.00811965811965812,0.00010974946431058805,0.3534209333937472,0.0053252082716872505,497,507,668,709
"COLLINS, NICK",0.001282051282051282,0.0,0.26265574138511616,5.701414568019323e-05,1804,1310,2252,2270
"COLLINS, TRACY",0.0017094017094017094,7.308258697741382e-07,0.26271471876052543,5.756576857561555e-05,1649,1072,2249,2266
"COLON, CHERYL",0.002564102564102564,7.308258697741383e-08,0.3103036732528842,0.000616792416359189,1362,1277,1947,1979
COLOSSUS II DOPPELGA,0.01282051282051282,8.944123041646363e-06,0.3973509933774834,0.026388104481023744,326,806,223,204
COLOSSUS II / PETER RA,0.12008547008547009,0.017734680273629837,0.5018228608192151,0.11841707011914349,16,25,16,15
COMANCHE,0.0008547008547008547,0.0,0.31204160554740634,0.0004968004857014056,1996,1310,1927,2031
COMET / HARRIS MOORE,0.002564102564102564,1.0231562176837935e-06,0.32302595251242405,0.000936720003390227,1362,1032,1696,1838
