,degree,betweenness,closeness,eigenvector,degree_rank,betweenness_rank,closeness_rank,eigenvector_rank
MARIONETTE / MARI,0.002136752136752137,0.0,0.3200656544932294,0.0013735184894339298,1489,1310,1792,1594
MARITA,0.0017094017094017094,0.0,0.2929027412692452,0.0002947997741953837,1649,1310,2091,2109
"MARRERO, ED",0.003418803418803419,0.0,0.3215610828638175,0.0016561519644341153,1126,1310,1744,1465
MARRINA / MARRINA SMAL,0.009401709401709401,4.263446448786962e-05,0.36728927954795165,0.012271127392992862,427,613,417,399
MARROW / SARAH,0.02094017094017094,0.00021424320280834445,0.3846786125267138,0.025644061969250224,208,406,266,209
"MARRS, DESMOND",0.004273504273504274,7.702350628794349e-06,0.33766233766233766,0.002214716164909918,937,828,1330,1256
"MARRS(-PAYNE), PHOEB",0.007264957264957265,8.327154148639261e-05,0.3608326908249807,0.004177097309426453,562,535,506,843
"MARTELL, SHIELD AGEN",0.0008547008547008547,0.0,0.3068450039339103,0.0005459309499688083,1996,1310,1977,2009
MARTHA,0.0029914529914529912,0.0,0.3473871733966746,0.0016365343280394509,1243,1310,955,1473
"MARTIN, ASHLEY",0.004273504273504274,0.0,0.3484735666418466,0.008834933085818711,937,1310,883,503
"MARTINELLI, VINCENT",0.002564102564102564,7.308258697741383e-08,0.3384926949226096,0.0019271265258833028,1362,1277,1265,1365
"MARTINEZ, ISADORA",0.0017094017094017094,0.0,0.2658788774002954,9.207580151540762e-05,1649,1310,2229,2217
"MARTIN, TERI",0.005128205128205128,1.9603217298702603e-06,0.34857738715924325,0.008992913925849557,808,963,873,496
MARVEL BOY VI,0.001282051282051282,0.0,0.3231597845601436,0.0011084679184084234,1804,1310,1690,1760
MARVEL GIRL II / VALER,0.003418803418803419,1.0013317008435087e-05,0.3537949803447233,0.006821473885068282,1126,787,659,609
MARVEL GIRL / JEAN GRE,0.10427350427350428,0.01269734375585084,0.4904632152588556,0.1066666581056828,22,38,23,28
MARVEL WOMAN | MUTAN,0.004273504273504274,2.436086232580461e-07,0.31784841075794623,0.0009642988310129606,937,1188,1822,1818
MARX,0.002136752136752137,0.0,0.33352337514253133,0.001617513795530087,1489,1310,1446,1488
MASKED MARAUDER / FRAN,0.001282051282051282,0.0,0.3298097251585624,0.0013132275856520394,1804,1310,1533,1627
"MASON, LOUISE",0.004700854700854701,1.0622156022571062e-05,0.3306953080836631,0.001375484197367327,861,776,1501,1591
"MASON, WANDA",0.0008547008547008547,0.0,0.3299027209925278,0.0011162068013590841,1996,1310,1524,1756
MASQUE,0.011538461538461539,5.975546367389768e-05,0.3577981651376147,0.01104245702487586,361,576,562,426
MASTER / ESHU,0.010256410256410256,7.389074510430642e-05,0.36397573495100327,0.011147959730682168,395,548,453,423
MASTER KHAN / TYRONE K,0.0038461538461538464,1.6962972697561183e-05,0.3421552858605059,0.003033802253394968,1005,706,1154,1033
MASTER MAN / WILHELM L,0.005555555555555556,4.085243521761316e-05,0.3603326147212812,0.003773250784698696,754,617,522,887
MASTER MENACE / DR. EM,0.005128205128205128,3.321935771700628e-08,0.28291621327529926,0.0008600442995922638,808,1302,2142,1887
MASTERMIND III,0.00042735042735042735,0.0,0.3046875,0.00039007408739966223,2176,1310,1995,2088
MASTERMIND / JASON WYN,0.011965811965811965,1.788573151811006e-05,0.37042900110812094,0.021407537875916198,349,703,379,251
MASTER MOLD II,0.011111111111111112,3.4744086208404223e-06,0.362565850635265,0.019545523766915433,374,917,469,273
MASTER ORDER,0.009401709401709401,0.00010901678248524075,0.3772976459206708,0.013416639046648506,427,508,319,375
MASTER PANDEMONIUM / M,0.002136752136752137,0.0,0.35320754716981134,0.005218490890485609,1489,1310,676,722
MASTER PROGRAMMER,0.0038461538461538464,4.5821621993775333e-07,0.2638998533889703,0.00018544820320977082,1005,1128,2236,2154
"MASTERS, ALICIA REIS",0.03632478632478633,0.002852622505500602,0.4493950451315537,0.05422064454181901,114,124,82,91
"MASTERS, DR. AUGUST",0.002136752136752137,7.875763199099147e-06,0.3405617814000873,0.0023962740453217124,1489,823,1200,1196
"MASTERSON, KEVIN",0.011965811965811965,9.941167719356063e-05,0.362453531598513,0.009300757138912678,349,521,472,484
MATHEMANIC / THOMAS SO,0.004273504273504274,3.582772037231848e-06,0.32920652785593696,0.0034160785651541486,937,909,1564,968
MAVERICK / CHRISTOPHER,0.005128205128205128,0.0037568307604036143,0.346512661039538,0.002962414303440092,808,111,1043,1056
MAX II,0.0008547008547008547,0.0,0.33438125178622463,0.0014761826326054922,1996,1310,1423,1552
"MAXIMOFF, DJANGO",0.004273504273504274,0.0,0.37332482450542437,0.010750932425647574,937,1310,354,431
MAXIMUS [INHUMAN],0.015384615384615385,0.0008812532153973329,0.3762057877813505,0.017908795562304927,275,248,331,295
MAXOV,0.0008547008547008547,0.0,0.3225806451612903,0.0008061523245284564,1996,1310,1714,1914
"MAXWELL, DR. WILFRED",0.00042735042735042735,0.0,0.33433347621088727,0.0011298996369302004,2176,1310,1430,1736
"MAXWELL, MORRIS",0.001282051282051282,0.0,0.34743875278396436,0.001255034318943028,1804,1310,952,1643
"MAYE, APRIL",0.0008547008547008547,0.0,0.3471295060080107,0.0012227550195052887,1996,1310,992,1663
MAYHEM / DET. BRIGID O,0.0029914529914529912,0.0,0.303975058456742,0.00043568108041388366,1243,1310,2004,2064
"MCCABE, LINDSAY",0.00641025641025641,0.00020958963091746147,0.3476968796433878,0.0022158513944838263,653,414,931,1255
"MCCABE, NINA",0.00042735042735042735,0.0,0.2635431918008785,3.4927430653196846e-05,2176,1310,2244,2293
"MCCOURT, ALLISON",0.002136752136752137,0.0,0.27880376504229715,0.0004378471963819886,1489,1310,2158,2059
"MCCOY, EDNA ANDREWS",0.002136752136752137,0.0,0.3449292452830189,0.004799645636789329,1489,1310,1092,765
"MCCOY, NORTON",0.002136752136752137,0.0,0.3449292452830189,0.004799645636789327,1489,1310,1092,766
"MCDOWELL, SCOTTY",0.0017094017094017094,0.0008548835611682982,0.30189652948006707,0.0003676292774939177,1649,255,2026,2097
"MCGRILL, MARY",0.002136752136752137,0.0,0.24838127587304956,5.719566189899236e-05,1489,1310,2317,2268
"MCHELE, JEREMY",0.001282051282051282,1.8270646744353456e-07,0.2828820116054159,0.00013325435305016953,1804,1210,2143,2196
"MCKEEVER, TINY",0.0038461538461538464,4.567661686088364e-08,0.3479553903345725,0.0028508097171701897,1005,1288,910,1089
"MCKENZIE, SCARLETT",0.00042735042735042735,0.0,0.31746031746031744,0.0008754321964689134,2176,1310,1846,1873
"MCLAREN, MEGAN",0.005128205128205128,0.0,0.3865213082259663,0.012812801118538455,808,1310,261,389
"MCPHERSON, LING",0.0017094017094017094,0.0,0.3383947939262473,0.0019424037877904645,1649,1310,1274,1360
"MEACHUM, JOY",0.0029914529914529912,1.8702318727291635e-06,0.33673909915095696,0.002312963671010539,1243,968,1371,1231
"MEACHUM, WARD",0.0038461538461538464,6.436388713904653e-06,0.3369330453563715,0.0024575368797385925,1005,842,1360,1178
MEANY,0.0059829059829059825,1.7188941296553783e-07,0.3565442632942252,0.009995283097024226,702,1222,579,452
MEDEA,0.003418803418803419,5.438107843684545e-07,0.3492537313432836,0.0018971513877505833,1126,1113,844,1374
"MEDINA, ANALISA MARI",0.002136752136752137,9.135323372176728e-08,0.3122081387591728,0.0005121096377328943,1489,1258,1921,2024
MEDUSA / MEDUSALITH AM,0.03205128205128205,0.001976725939439191,0.4450361354127044,0.044519898574074894,127,162,91,113
MEGGAN,0.022222222222222223,0.0012236554764569476,0.3847418612298586,0.021636830139642526,193,209,265,248
"MELLACE, LUCY SANTIN",0.00042735042735042735,0.0,0.2916978309648467,0.0001767378298098777,2176,1310,2117,2165
MELLENCAMP,0.0059829059829059825,0.0,0.3509298140371926,0.00995156820729632,702,1310,761,455
MELTER / BRUNO HORGAN,0.007264957264957265,5.3535589275256834e-05,0.371900826446281,0.012261783996887064,562,590,363,401
"MELTON, LORRIE",0.002136752136752137,0.0,0.3419053185271771,0.005494936408332052,1489,1310,1160,697
"MENKEN, DONALD L.",0.00042735042735042735,0.0,0.3470780183921685,0.001198773680479419,2176,1310,1012,1690
"MENNINGER, CLARA",0.0008547008547008547,0.0,0.30504497457958546,0.00040056838307057463,1996,1310,1993,2086
MENTALLO,0.0008547008547008547,0.0,0.3240548400498546,0.0010042339826098383,1996,1310,1670,1793
MENTOR / ALARS [ETERNA,0.00811965811965812,0.00010499642894292227,0.37999350438454044,0.013861682626820368,497,511,298,361
MENTOR II,0.002136752136752137,0.0,0.29586546971804273,0.0008125330697479145,1489,1310,2077,1910
MEPHISTA,0.001282051282051282,0.0,0.32925284930350357,0.0010839852868256442,1804,1310,1555,1769
MEPHISTO,0.03205128205128205,0.0016697594769703918,0.4366486284754618,0.04067863942661804,127,184,104,130
"MERCADO, JOY",0.014102564102564103,8.739637967523182e-06,0.3514041147319417,0.005056694400708431,296,812,739,737
MERLIN,0.0008547008547008547,0.0,0.3067645516518091,0.00045325462178697943,1996,1310,1979,2054
"MERRYWEATHER, IRENE",0.00641025641025641,5.7707238282476915e-05,0.33707865168539325,0.0031709793952774926,653,582,1349,999
MESMERO,0.003418803418803419,0.0,0.3502994011976048,0.007940066696224601,1126,1310,804,544
METEORITE,0.006837606837606838,7.843660795091411e-06,0.3620609624013616,0.009447137405109404,605,824,481,477
METEORITE III / VALERI,0.004700854700854701,0.0,0.3546529251288269,0.004002950529028169,861,1310,640,862
M,0.006837606837606838,8.855198448727758e-06,0.3133369041242635,0.002332144344822937,605,808,1892,1222
"MICHEL, RAFE",0.002136752136752137,0.0,0.3514568939621508,0.0024100080009536143,1489,1310,733,1195
MICROCHIP / LINUS LIEB,0.004273504273504274,0.00025457959554587114,0.35240963855421686,0.0022564796659703926,937,382,695,1244
MICROMAX / SCOTT WRIGH,0.002564102564102564,0.0,0.3276851981515194,0.0019733435696048115,1362,1310,1622,1344
MIDAS,0.0017094017094017094,0.0,0.33903216458997393,0.0018792867449789923,1649,1310,1242,1378
MIDNIGHT III / JEFFREY,0.0038461538461538464,1.0069970890924099e-05,0.35492188684968906,0.003474164516943534,1005,785,627,957
MIDNIGHT'S FIRE / ,0.00641025641025641,4.479261120987724e-08,0.33248081841432225,0.004456115148745898,653,1293,1470,806
MIKHLO,0.004273504273504274,0.0,0.36133415688696724,0.008063285121975593,937,1310,496,540
MIMIC / CALVIN RANKIN,0.0059829059829059825,9.405986111574417e-06,0.36324122943185344,0.013083213002281557,702,799,460,385
MIND'S EYE / MEACHAM,0.002136752136752137,0.0,0.32019704433497537,0.0006389720705167153,1489,1310,1785,1972
MINERVA [KREE],0.002136752136752137,3.5638747027526504e-06,0.35583941605839414,0.00332516970826973,1489,910,604,978
MIRACLE MAN,0.00042735042735042735,0.0,0.3383458646616541,0.00124688393518676,2176,1310,1277,1647
MIRAGE II / DANIELLE M,0.042735042735042736,0.002852554002977684,0.40916244098618637,0.03498933561280509,88,125,192,152
MISS AMERICA / MADELIN,0.005128205128205128,4.821207443911523e-06,0.35627283800243603,0.0031536190485457792,808,882,587,1009
MISS ITCH / BLISS,0.001282051282051282,0.0,0.25942350332594233,3.236418626499192e-05,1804,1310,2277,2297
MISS LOCKE,0.005128205128205128,6.1148288510617e-05,0.37107516650808753,0.008945983139945999,808,573,372,498
MISTER HYDE / CALVIN Z,0.013675213675213675,0.0002741824685349393,0.39006501083513917,0.01566913437401816,305,373,247,321
MOCKINGBIRD / DR. BARB,0.03547008547008547,0.0025200747966207474,0.44844768110387123,0.053153165081796024,118,138,85,96
MODAM,0.00042735042735042735,0.0,0.3507719982011692,0.0014456122137333884,2176,1310,786,1564
MODOK / GEORGE TARLETO,0.004273504273504274,5.324184213096375e-06,0.37037037037037035,0.00852457486277596,937,872,380,514
MODRED THE MYSTIC,0.001282051282051282,0.0,0.3542234332425068,0.0027668507747143664,1804,1310,651,1103
MOJO,0.005128205128205128,0.00018859886551864417,0.354814253222138,0.008774856994415796,808,441,632,508
MOLECULE MAN / OWEN RE,0.01752136752136752,9.018236279316956e-06,0.4230699692641475,0.033833659737788624,240,803,150,159
MOLE MAN / HARVEY RUPE,0.01752136752136752,0.0010353176824420913,0.4340567612687813,0.039280233440735154,240,226,110,137
MOLTEN MAN / MARK RAXT,0.002564102564102564,0.0,0.3473871733966746,0.0021938134007355482,1362,1310,955,1261
MONDO II,0.004273504273504274,0.0,0.29706741145106,0.0013715382183753409,937,1310,2061,1597
MONGOOSE,0.002136752136752137,2.9661534659071445e-07,0.34125710952311505,0.002237218913438919,1489,1179,1183,1248
"MONGRAIN, ALISON",0.0017094017094017094,0.0,0.3472325270811693,0.001991687523964865,1649,1310,968,1335
MONTANA,0.0017094017094017094,0.00042716772088298395,0.3472840605520926,0.0014415611592708561,1649,327,961,1574
"MONTESI, VICTORIA",0.00042735042735042735,0.0,0.3288826423049895,0.0009679110094830209,2176,1310,1583,1811
MONTGOMERY,0.003418803418803419,1.4994824698098207e-05,0.26145251396648045,7.045442455544507e-05,1126,719,2262,2247
"MOODY, RUNYAN",0.0008547008547008547,0.0,0.25782282944028206,1.1948604636585157e-05,1996,1310,2288,2329
"MOOMJI, INDRIES",0.002136752136752137,0.0,0.3384437373445184,0.001908147836992891,1489,1310,1268,1372
MOONBOY,0.0038461538461538464,0.0,0.32116387592643425,0.0023365765211965234,1005,1310,1749,1221
MOONDRAGON / HEATHER D,0.055982905982905985,0.004163370489604276,0.46846846846846846,0.08147336643276212,59,102,45,43
MOONHUNTER / ZACK MOON,0.0059829059829059825,1.552571974722184e-05,0.36850393700787404,0.006753354754127696,702,713,401,617
MOON KNIGHT / MARC SPE,0.03974358974358974,0.010760001761807888,0.4609021075438251,0.06107467940656355,96,46,56,80
MOONRAKER / SLADE TRUM,0.004273504273504274,1.2828801032051885e-05,0.35214446952595935,0.006127485912790122,937,748,703,655
MOONSTONE II / KARLA S,0.02564102564102564,0.001078441077604707,0.4092339979013641,0.030501919602220116,163,220,191,177
MOONSTONE / LLOYD BLOC,0.001282051282051282,0.0,0.35135135135135137,0.002069960651172404,1804,1310,742,1303
"MORAN, KEVIN",0.0008547008547008547,0.0,0.33361847733105215,0.0011202477336087274,1996,1310,1445,1754
MORBIUS / DR. MICHAEL,0.006837606837606838,0.0018789745761189566,0.36477007014809043,0.007356435657587862,605,168,445,579
MORDRED THE EVIL,0.002136752136752137,1.0170453416757676e-05,0.3554070473876063,0.003673716375138131,1489,784,610,907
"MOREAU, DAVID",0.008547008547008548,0.0,0.3628469530159715,0.015357427881719066,468,1310,465,329
"MOREAU, PHILLIP",0.004273504273504274,5.960362027270114e-07,0.34285714285714286,0.004834254558236065,937,1103,1140,762
MORGAN,0.002136752136752137,0.0,0.3514568939621508,0.0026044569035015143,1489,1310,733,1148
"MORGAN, JERROLD JERR",0.003418803418803419,1.97641996131379e-07,0.33947482953721164,0.00301905380663162,1126,1206,1224,1038
MORG,0.0038461538461538464,1.5114244930526813e-06,0.32450422964914716,0.0028598369561848,1005,992,1660,1086
"MORLAK, MARIS",0.001282051282051282,0.00016355462337544084,0.3353396388650043,0.0012369894214192456,1804,458,1386,1654
MORPHEUS / ROBERT MARK,0.0008547008547008547,0.0,0.3155765340525961,0.0006215179534911444,1996,1310,1868,1978
"MORRELL, SABRINA",0.001282051282051282,0.0,0.3018186508448343,0.00036956798089151895,1804,1310,2027,2096
MOTHER NIGHT / SUSAN S,0.006837606837606838,0.00018644327280813486,0.35438437074057244,0.0036591437554824246,605,442,647,910
MOTHER SUPERIOR,0.005128205128205128,1.325610743219307e-06,0.35363457760314343,0.004079419902769693,808,1009,663,851
MOUSE,0.0008547008547008547,0.0,0.271304347826087,0.0001303538804182808,1996,1310,2189,2200
"MOWAT, FARLEY",0.00042735042735042735,0.0,0.31690140845070425,0.0007276974756032442,2176,1310,1853,1938
"MOY, ALYSSA",0.0029914529914529912,0.0,0.34200526161940953,0.005606228109163557,1243,1310,1157,689
MR. FANTASTIC DOPPEL,0.02094017094017094,9.426227621137208e-07,0.4140860024774376,0.04533206575521594,208,1040,179,110
MR. FANTASTIC / REED R,0.12136752136752137,0.020234652058408114,0.5050723073602418,0.1187133022675123,15,21,10,14
MR. FEAR III / PROF. L,0.0017094017094017094,0.0,0.33548387096774196,0.0022927633222000125,1649,1310,1381,1235
MR. IMMORTAL,0.003418803418803419,7.1257482472414e-07,0.3565442632942252,0.004410290431554449,1126,1075,579,814
MR. JIP,0.003418803418803419,6.090215581451151e-07,0.3040145511238145,0.0004397699597024466,1126,1098,2003,2057
MR. NACHT,0.0038461538461538464,1.1405148446062685e-06,0.3493058665472459,0.0019174946913987055,1005,1021,841,1369
MROTH,0.006837606837606838,0.0,0.31651562288651425,0.003157169153355919,605,1310,1855,1007
MR. PAYBACK / ,0.002564102564102564,0.0,0.291879755519521,0.00018592786061577012,1362,1310,2102,2150
MR. SCRATCH II / BLISS,0.001282051282051282,0.0,0.25942350332594233,3.236418626499274e-05,1804,1310,2277,2296
MR. SINISTER / NATHAN,0.014102564102564103,9.334282780073043e-06,0.3696682464454976,0.02406338095828283,296,800,386,227
MR. TERMINEUS / AMODEU,0.0008547008547008547,0.0,0.27458343111945555,8.9642902343899e-05,1996,1310,2180,2219
M'SHULLA,0.0029914529914529912,0.00021340115397404835,0.3292991837883479,0.0011290017524206277,1243,407,1548,1744
MS. MARVEL II / SHARON,0.013247863247863248,6.896396366207773e-05,0.4174843889384478,0.02460699020770532,315,554,169,219
"MUGGINS, MAMIE",0.007692307692307693,1.988470110890562e-06,0.35014215172826574,0.004130621078440053,530,961,811,848
"MULDOON, SGT. BRIAN",0.002564102564102564,0.0,0.35529911934406316,0.0031595232407551493,1362,1310,614,1003
MULTIPLE MAN / JAMES A,0.035897435897435895,0.0016741497615235619,0.42747533796127146,0.05900450820995228,117,182,135,84
"MURDOCK, SISTER MAGG",0.001282051282051282,0.0,0.3298097251585624,0.0013132275856520394,1804,1310,1533,1627
MURMUR II / ARLETTE TR,0.008974358974358974,1.1266977543952298e-05,0.3238754325259516,0.005242793888707063,442,768,1673,718
"MUTO, JUNZO",0.00042735042735042735,0.0,0.3138412017167382,0.0004677210055047157,2176,1310,1879,2049
MYSTERIA / ,0.0038461538461538464,0.0,0.35203851361516475,0.0017998906968322904,1005,1310,707,1406
MYSTERIO II / DANIEL B,0.001282051282051282,0.0,0.34759358288770054,0.002086624243662988,1804,1310,942,1295
MYSTERIO / QUENTIN BEC,0.009401709401709401,0.00011002227511304104,0.3682140047206924,0.008174293890376876,427,505,403,534
MYSTIQUE / RAVEN DARKH,0.03162393162393162,0.0009756692553117333,0.39117352056168503,0.03702315549370583,134,230,245,148
"NAGAN, DR. ARTHUR",0.003418803418803419,1.97641996131379e-07,0.33947482953721164,0.00301905380663162,1126,1206,1224,1038
NAHREES [INHUMAN],0.005555555555555556,3.045107790725576e-08,0.32338308457711445,0.003668742864102534,754,1304,1684,908
NAKOTA,0.0017094017094017094,0.0,0.30512452731777284,0.00040863238948390533,1649,1310,1989,2079
"NALES, DET. REBECCA",0.0029914529914529912,0.0,0.303975058456742,0.00043568108041388464,1243,1310,2004,2060
NAMORA / AQUARIA NAUTI,0.00042735042735042735,0.0,0.3282828282828283,0.0009549791561216616,2176,1310,1613,1823
NAMORITA / NITA PRENTI,0.06068376068376068,0.00919130188131432,0.4704463208685163,0.07469668134071918,53,53,43,54
NANNY II,0.0008547008547008547,0.0,0.33476394849785407,0.0012122216018280332,1996,1310,1402,1678
NANNY,0.00042735042735042735,0.0,0.3381991617285735,0.001266678332348146,2176,1310,1293,1642
"NAPIER, RAMONA DR.",0.00042735042735042735,0.0,0.3377598152424942,0.0012226788388201683,2176,1310,1314,1664
N'ASTIRH,0.011538461538461539,0.00010177009715318941,0.36133415688696724,0.01659743181279903,361,514,496,308
NAZE,0.002564102564102564,0.0,0.32809871003925967,0.003515656632119723,1362,1310,1619,936
NEBULA,0.012393162393162393,0.00014044406719790565,0.40089086859688194,0.021836665967315514,335,474,213,246
NEBULO,0.0017094017094017094,0.0,0.27349228611500703,0.0003699596700804824,1649,1310,2184,2094
NEBULON,0.0029914529914529912,0.0,0.3394255874673629,0.003279804234738219,1243,1310,1228,982
NECROM,0.002136752136752137,0.0,0.3269526337851055,0.0016586623177136815,1489,1310,1634,1464
NEDDA,0.001282051282051282,0.0,0.31561909900188834,0.0006424080061297974,1804,1310,1865,1966
NEEDLE,0.0038461538461538464,8.886457450056112e-05,0.3404626800523789,0.003577654763264179,1005,531,1203,930
NEIFI [INHUMAN],0.005128205128205128,0.0,0.32333839988945695,0.003255025981983181,808,1310,1686,985
"NEKOBAH, ROMAN",0.00042735042735042735,0.0,0.30267753201396974,0.0004316383586176516,2176,1310,2016,2065
NEKRA / ADRIENNE HATRO,0.0029914529914529912,1.3472506226986115e-05,0.3497235091914512,0.005571590489421937,1243,734,823,694
"NELSON, CANDACE",0.002564102564102564,2.8529570409644377e-06,0.33606204222317965,0.002438619141131001,1362,940,1376,1184
"NELSON, DEBBIE HARRI",0.004700854700854701,9.869631981529229e-06,0.33771106941838647,0.002652252486147188,861,792,1328,1133
"NELSON, FRANKLIN FOG",0.03418803418803419,0.0044616255299503,0.4237595074248461,0.025500671788704146,121,93,148,212
NEMESIS,0.006837606837606838,1.7223522073789538e-07,0.31936672580865294,0.0052027701557131115,605,1221,1797,726
NEOPHYTE / ,0.0059829059829059825,0.0,0.3509298140371926,0.009951568207296315,702,1310,761,457
NEPTUNE [OLYMPIAN],0.00042735042735042735,0.0,0.3282828282828283,0.0009549791561216616,2176,1310,1613,1823
NEREEL,0.001282051282051282,0.0,0.342305441778818,0.003602643125713563,1804,1310,1151,923
NETWORK NINA,0.007264957264957265,9.754377171552948e-05,0.3487852138917871,0.003168493122855454,562,523,865,1000
"NEVILLE, KATE",0.006837606837606838,6.4840965121050155e-06,0.324144618368195,0.00202311974507544,605,841,1667,1324
"NEWELL, DIANE ARLISS",0.002564102564102564,1.736163096045536e-07,0.32985621652100366,0.0016227335524551807,1362,1220,1529,1481
"NEWMARK, LOTUS",0.004273504273504274,3.6400143734678196e-05,0.3414562965124763,0.004707129103618552,937,628,1175,784
NEW SUN,0.001282051282051282,0.0,0.3206797313964643,0.0008644464757659972,1804,1310,1762,1880
NEZARR,0.0029914529914529912,0.002606060212075239,0.2823699770725232,0.000201323538045104,1243,134,2150,2143
N'GAMI,0.003418803418803419,0.0,0.3226251206397353,0.001070705723537455,1126,1310,1710,1775
NIELS,0.001282051282051282,0.0,0.32116387592643425,0.001796774568676194,1804,1310,1749,1408
NIGHT,0.001282051282051282,0.0,0.3038171903401714,0.0004184855025936263,1804,1310,2010,2067
NIGHTCRAWLER / KURT WA,0.09914529914529914,0.017615625399875857,0.4845723752329675,0.09305411912574676,27,26,33,34
NIGHTCRAWLER | MUTAN,0.0029914529914529912,0.0,0.31771894093686354,0.000935378601786576,1243,1310,1835,1841
NIGHTHAWK II / KYLE RI,0.025213675213675214,0.0015889924247165805,0.42398985323428157,0.02849300374955631,167,190,146,189
NIGHTHAWK / KYLE RICHM,0.010256410256410256,0.0004014615744364308,0.36769327467001883,0.00890292867334807,395,337,410,499
NIGHTMARE / EDVARD HAB,0.00641025641025641,0.0006700282317695677,0.35071942446043164,0.004493305611674675,653,290,794,800
NIGHT RIDER III / HAMI,0.001282051282051282,0.0,0.3155765340525961,0.0011519174984319005,1804,1310,1868,1726
NIGHTSHADE / TILDA,0.004273504273504274,3.214584569678962e-05,0.3693181818181818,0.005243831331983104,937,637,390,717
NIGHTSIDE,0.002136752136752137,0.0,0.29586546971804273,0.0008127520179248798,1489,1310,2077,1909
NIGHT THRASHER / DUANE,0.023504273504273504,0.0017632778829578017,0.41711229946524064,0.022966327022439417,177,176,170,236
NINA,0.004700854700854701,0.001427868975303872,0.34687222057515565,0.005713761503064108,861,197,1031,677
NINJA / ,0.0008547008547008547,0.0,0.31489705288655634,0.0005673580445472525,1996,1310,1874,1997
NITRO / ROBERT L. HUNT,0.00042735042735042735,0.0,0.312,0.0004918985219731966,2176,1310,1929,2035
NOBILUS,0.003418803418803419,1.362008098864147e-05,0.3389830508474576,0.0020446480552965716,1126,732,1244,1316
NOMAD III / JACK MONRO,0.021794871794871794,0.0017833486287897767,0.37937743190661477,0.015553783874519786,200,173,305,324
NOM,0.0029914529914529912,3.479062998491481e-07,0.2974072191154042,0.0005831564966053456,1243,1156,2053,1991
"NORRISS, JACK",0.0059829059829059825,1.6608626166484383e-05,0.3455914931324767,0.005108180365930522,702,708,1076,734
"NORRISS, SISTER BARB",0.041025641025641026,0.0035548600186698746,0.45560747663551404,0.0512578376413313,91,115,67,98
"NORTH, DAKOTA",0.002564102564102564,0.0008547922079345766,0.3122497998398719,0.000512159013831788,1362,256,1919,2023
"NORTH, RICKY",0.00042735042735042735,0.0,0.23797416861588527,5.053507355843032e-06,2176,1310,2334,2335
NORTHSTAR / JEAN-PAUL,0.04358974358974359,0.002926250081770134,0.4549873614621816,0.065711638400792,82,123,73,71
NOVA II / FRANKIE RAYE,0.03247863247863248,0.0008783967940745977,0.44571428571428573,0.060572185852503756,125,249,89,81
NOVA-PRIME,0.00042735042735042735,0.0,0.25722765746949544,5.5101071526019916e-05,2176,1310,2300,2275
NOVA / RICHARD RIDER,0.07393162393162393,0.025190991453287077,0.4759967453213995,0.08089515934990359,43,14,37,44
NOX,0.001282051282051282,0.0,0.2597402597402597,7.053473283148076e-05,1804,1310,2274,2246
NUKE,0.004273504273504274,0.0,0.282642831259814,0.0009042953093842452,937,1310,2148,1861
NUKLO / ROBERT FRANK J,0.003418803418803419,3.057715209376753e-05,0.28581898131183586,0.00028411847129709156,1126,646,2135,2117
NUMBER NINE,0.002136752136752137,0.0,0.332669889110037,0.002169427449223233,1489,1310,1462,1267
NUMBERS,0.007692307692307693,0.00018910403517805995,0.3288364249578415,0.0034465242456966443,530,437,1593,962
NURO,0.0017094017094017094,0.0,0.3322919625106504,0.0013595982555630471,1649,1310,1479,1603
"NYLES, JENNIFER",0.001282051282051282,0.0,0.3392779469334493,0.0013610098657879455,1804,1310,1231,1601
"O'BREEN, GLORIANNA",0.0029914529914529912,3.499312081479086e-07,0.33323839362005125,0.0017799413898625684,1243,1155,1452,1416
"O'BRIEN, MICHAEL",0.017094017094017096,0.00012041512796634274,0.4213938411669368,0.028251483466119335,249,490,156,191
OCCULT,0.0038461538461538464,0.0,0.33986928104575165,0.0037581563372706753,1005,1310,1217,889
"O'CONNELL, TARYN",0.003418803418803419,0.00017191479080256106,0.3302286198137172,0.001173515599258262,1126,451,1512,1713
"O'CONNOR, A.C. ACE",0.00042735042735042735,0.0,0.2660300136425648,5.9931919149665016e-05,2176,1310,2227,2261
ODDBALL / ELTON HEALEY,0.0008547008547008547,0.0,0.32953105196451205,0.0011012194553438326,1996,1310,1539,1764
ODIN [ASGARDIAN],0.051709401709401706,0.005534236301669558,0.4310186037944373,0.040612764895351525,66,76,123,131
O'DONNELL,0.002564102564102564,0.0,0.3452855245683931,0.0017262632955208834,1362,1310,1084,1440
OGRESS / ,0.0029914529914529912,0.0,0.33678756476683935,0.002368680993228398,1243,1310,1368,1206
OGRE,0.004273504273504274,0.0,0.3315386795126098,0.002974790499512643,937,1310,1494,1053
OGUN,0.0008547008547008547,0.0,0.3451836554064021,0.002086165692776065,1996,1310,1088,1296
"O'HARA, ROBERT IRONG",0.002564102564102564,1.6602436840786562e-06,0.33548387096774196,0.0021701824653333067,1362,977,1381,1266
OKOYE,0.004273504273504274,1.5660554352302959e-07,0.3181076672104405,0.000967200518272015,937,1228,1812,1814
OLD SKULL,0.0029914529914529912,0.00021340115397404835,0.3292991837883479,0.0011290017524206275,1243,407,1548,1745
"OLSON, MRS.",0.001282051282051282,0.0,0.3374675511970003,0.0017928843486091164,1804,1310,1334,1411
